	slide1	slide2	slide3	slide4	slide5	slide6	slide7	slide8	slide9	slide10
GENE17718	4,442844	4,016879	3,910316	3,971052	3,900638	4,073813	4,14353	3,880252	3,859413	3,928822
GENE17719	5,596657	5,81435	5,777016	5,826358	5,702151	5,843212	5,523034	5,80476	5,816609	5,912542
GENE17720	6,611411	6,742141	5,953265	6,45052	6,357584	6,66045	6,351336	6,770002	6,324485	6,61084
GENE17721	4,660408	4,628781	4,538446	4,091764	4,748821	4,381412	4,351506	4,535772	4,574505	4,408847
GENE17722	4,063411	3,772481	3,617494	3,419799	3,688838	3,810964	3,657654	3,871696	3,772481	3,712415
GENE17723	4,040126	4,267238	4,736365	4,062636	3,823679	4,00074	4,071448	3,956704	3,93074	3,936351
GENE17724	4,789932	5,156894	4,868093	4,792882	4,866536	5,069964	4,719582	5,283542	4,75885	4,910274
GENE17725	4,690317	4,569337	4,269386	4,391373	4,553996	4,245279	4,557846	4,624259	4,372708	4,403901
GENE17726	4,891414	4,737506	4,600307	4,620993	4,943385	4,89712	4,903055	4,571455	4,438998	4,782511
GENE17727	6,39334	6,582272	6,697507	6,424419	6,443564	6,760859	6,487602	6,387801	6,728487	6,862254
GENE17728	4,562391	4,518622	4,627878	5,064503	4,389089	4,868296	4,601163	4,642475	4,741961	4,671385
GENE17729	4,482372	4,642226	4,694287	4,433081	4,898273	4,556295	4,59673	4,538039	4,436337	4,443654
GENE17730	3,463313	3,273837	3,274257	3,366226	4,129658	3,44125	3,531604	3,033437	3,427061	3,023048
GENE17731	5,883408	6,096876	5,867344	5,318864	6,236483	5,516771	5,843394	5,091689	5,523594	5,348808
GENE17732	3,374387	3,836832	3,607356	3,370649	3,756278	3,186301	3,665713	3,7272	3,548041	3,838501
GENE17733	6,614817	6,079002	6,04085	5,873821	6,524149	6,04085	5,760004	6,028974	6,143007	5,816154
GENE17734	5,573083	5,56896	5,429647	5,424263	5,500159	5,682637	5,359244	5,601472	5,338457	5,318583
GENE17735	10,074043	9,659969	10,08446	10,04649	10,686084	9,771791	9,988274	9,983559	10,198828	9,919493
GENE17736	5,530351	6,369104	6,004377	6,360471	5,681764	6,311105	5,922539	6,81429	6,172866	6,091864
GENE17737	3,829422	3,938137	3,2095	3,957221	3,845717	3,785335	3,98111	4,355429	3,654046	3,611852
GENE17738	3,501173	3,740468	3,305929	3,467436	3,835846	3,466631	3,3918	3,401595	3,411441	3,627622
GENE17739	5,684627	5,847916	5,752974	5,582859	5,500418	5,835532	5,547736	5,732727	5,653758	5,89532
GENE17740	11,682428	10,98394	11,439291	11,232847	11,203835	11,274435	11,284551	11,104041	11,442505	11,13631
GENE17741	3,435322	3,123409	3,317057	3,390347	3,273577	3,39481	3,394126	3,22333	3,157276	3,423881
GENE17742	6,30081	6,227616	6,003358	6,317258	6,2571	6,419391	6,029856	6,228112	6,08189	6,398502
GENE17743	7,056819	6,894013	6,457153	6,447072	6,542838	6,706495	6,6154	6,598982	6,565729	6,691217
GENE17744	2,961786	2,930427	2,993143	2,901973	2,809394	2,82839	2,970325	2,879521	3,002578	2,972403
GENE17745	4,44115	4,981376	4,412894	4,986631	5,229731	4,84201	5,184796	5,131625	4,545136	4,547581
GENE17746	3,676946	3,843473	4,078633	3,894491	3,993405	3,945127	3,717476	3,923773	4,090637	3,725098
GENE17747	5,218396	3,093536	3,285145	3,198647	3,425467	3,239251	3,431436	3,1229	3,436576	3,152793
GENE17748	5,277004	4,574146	4,995449	4,651461	5,932637	4,268371	5,208036	4,418706	4,478254	4,50553
GENE17749	3,218706	3,59526	3,320483	3,282701	3,375406	3,293216	3,383619	3,492913	3,354351	3,322945
GENE17750	4,74721	4,893281	4,809452	5,275603	5,454213	5,189506	5,002145	4,998379	5,292099	5,00354
GENE17751	3,38094	3,358224	3,259743	3,228578	3,265582	3,593282	3,215581	3,370269	3,283403	3,269334
GENE17752	5,190793	4,406245	4,320357	4,432792	5,262257	4,270037	4,35143	4,1747	4,319429	3,991624
GENE17753	5,179579	4,978645	4,80513	4,831296	4,854143	4,265401	4,764575	5,199569	4,307557	4,605153
GENE17754	5,137942	5,436219	5,649257	5,252655	5,24988	5,672624	5,346039	5,358901	5,374401	5,325386
GENE17755	5,55368	4,931358	4,973015	4,607253	5,726313	4,688559	4,933269	4,409426	5,310222	4,774797
GENE17756	4,118752	4,221708	4,052444	4,018707	3,967296	4,260392	4,000797	4,262502	4,187577	4,465488
GENE17757	6,267362	6,900626	6,361076	6,667451	6,778788	6,627601	6,463157	6,944353	6,579802	6,762585
GENE17758	4,149339	4,080549	3,966214	3,932389	3,931433	4,462179	4,150611	4,312514	4,362008	4,322119
GENE17759	5,546026	5,689508	6,891405	6,146444	5,35607	5,538699	6,529525	5,621929	6,504047	6,581759
GENE17760	5,503438	6,111009	7,193277	6,604466	5,540897	5,821267	6,974414	6,062559	7,060523	6,822467
GENE17761	4,418864	4,410226	4,455676	4,184832	4,422595	4,555991	4,50553	4,279737	4,459339	4,56352
GENE17762	5,894485	6,09467	6,287328	6,095908	5,990205	6,227117	6,109841	6,146875	5,967286	6,238472
GENE17763	11,579409	11,04295	11,316986	10,996071	11,129146	11,283727	11,513335	10,79737	11,162948	11,378268
GENE17764	11,921382	11,451125	11,665809	11,410763	11,558121	11,640587	11,886979	11,122384	11,497031	11,707244
GENE17765	9,579104	9,303064	10,17784	9,665402	9,395952	9,470188	9,750146	9,677614	9,82003	9,562593
GENE17766	4,227874	4,370982	4,140711	4,198748	5,133352	4,193168	4,505514	4,284006	4,158102	4,122812
GENE17767	5,760052	5,824372	5,724434	5,761146	6,671319	5,768209	6,126207	5,756373	5,624111	5,620367
GENE17768	6,996216	5,347456	6,19481	5,794057	5,409976	6,315567	6,798831	5,667724	6,579171	5,878968
GENE17769	5,006453	4,99803	4,331511	4,584447	4,57815	4,732708	4,242353	4,501559	4,631164	4,44294
GENE17770	11,703136	11,81993	12,068388	11,935218	11,433085	11,898825	11,710668	11,860105	11,633973	11,834929
GENE17771	6,090861	6,180251	6,128094	6,100267	6,044098	6,227616	6,103346	6,168598	6,071188	6,205685
GENE17772	4,792764	4,880043	4,486463	4,489442	4,495252	4,684298	4,575305	4,668177	4,793305	4,862416
GENE17773	4,421599	4,093341	4,461401	4,629782	4,060027	4,544463	4,39769	4,459614	4,573903	4,599465
GENE17774	4,964759	5,170113	4,945603	4,804418	5,731922	5,010214	4,623138	4,020764	3,57052	4,018079
GENE17775	4,256392	4,57362	4,419748	4,114362	4,459175	4,398659	4,364329	4,642716	4,39409	4,617221
GENE17776	3,195198	3,150546	3,174487	3,116084	3,32005	3,066903	3,043214	2,997313	3,139073	2,767909
GENE17777	3,149511	3,066697	3,121391	2,915587	3,212207	3,106048	3,246386	3,238469	3,322028	3,269334
GENE17778	4,236845	4,339439	4,487877	4,230869	4,685609	4,779074	4,481898	4,35249	4,400581	4,416981
GENE17779	6,644427	6,461821	6,517925	6,335698	6,654361	6,711619	6,399678	6,514098	6,479907	6,619271
GENE17780	5,565921	5,203437	5,397689	5,299218	5,40701	5,601184	5,45728	5,254215	5,353755	5,386892
GENE17781	5,246175	5,677722	6,268888	5,541863	5,453886	5,14755	5,26901	5,94743	5,637024	5,358732
GENE17782	4,678512	5,68026	6,059033	5,853931	5,048519	5,341207	5,306094	5,556033	5,651655	5,208203
GENE17783	6,645722	5,934657	5,989401	5,804307	6,74738	5,783656	6,35884	5,02024	5,655244	5,660781
GENE17784	5,777996	5,2153	4,428931	5,014812	6,339069	4,691241	5,359244	4,562417	4,775074	4,610621
GENE17785	4,838169	4,695327	4,701306	4,797472	4,486609	4,740874	4,722918	4,896892	4,875146	4,763705
GENE17786	7,239771	6,800311	6,363431	6,875664	6,988336	6,987502	7,322628	6,658427	6,442102	6,174687
GENE17787	4,166568	4,149087	4,129622	4,154955	4,300596	4,186397	4,178105	4,263877	4,543966	4,165119
GENE17788	5,482892	6,227616	5,058949	5,23178	6,745078	5,930419	6,295349	5,732802	5,30761	6,031097
GENE17789	6,984512	10,030455	6,32402	9,079482	8,506206	8,635999	8,979024	10,070681	7,61163	8,598843
GENE17790	5,973177	5,891856	6,550789	5,87109	5,767634	5,871373	5,959372	5,899984	6,342143	5,914168
GENE17791	3,129471	2,662661	2,903017	2,831467	3,012266	2,982325	3,167788	2,885758	2,737229	2,80011
GENE17792	5,018478	4,570826	4,68101	4,3972	5,359934	4,629768	4,673034	4,438434	4,856265	4,601978
GENE17793	7,821989	7,215718	7,324632	8,037452	8,137057	7,666788	8,384992	7,393616	8,441669	7,747694
GENE17794	5,679838	4,713187	5,359244	5,439602	6,019771	4,880862	5,071424	4,467041	5,080818	4,753844
GENE17795	5,547188	4,766127	4,555594	4,620183	5,145095	4,912684	4,770456	4,003002	4,595372	4,485502
GENE17796	7,73293	6,338147	7,014919	6,651109	7,381434	6,280539	6,865341	6,368724	8,631313	7,136107
GENE17797	6,38359	6,435337	5,496389	6,500545	7,098025	5,989562	5,957054	5,740747	5,680532	6,246741
GENE17798	7,095844	6,897104	7,140356	6,758558	6,900135	6,773992	6,864271	6,840301	6,901028	6,76018
GENE17799	3,134127	3,165069	3,105955	2,909593	3,091821	3,010112	3,131069	2,884245	3,019258	3,017522
GENE17800	3,970338	4,170159	4,245385	4,263683	3,431461	4,596069	4,129742	4,751237	4,189083	4,349791
GENE17801	3,401603	4,758798	4,161301	3,102653	2,923785	3,019336	3,373062	4,184463	3,840831	4,1747
GENE17802	3,757331	3,444297	3,425467	3,319601	3,605173	3,941145	3,316881	3,554807	3,246777	3,627249
GENE17803	4,818765	4,799369	4,582289	4,76536	4,858018	4,612602	4,592076	4,806351	4,566587	4,781189
GENE17804	12,816222	12,676009	12,71316	12,782992	12,7039	12,823699	12,905943	12,67411	12,551609	12,699515
GENE17805	10,14671	9,207886	10,420195	10,135654	9,626184	10,125299	10,019772	9,653027	10,389167	9,940679
GENE17806	3,185938	3,410438	3,183679	3,15765	3,294354	3,042683	3,132081	2,856877	3,140316	2,883691
GENE17807	6,807359	6,609341	6,924979	6,621135	6,733367	6,691219	6,612223	6,596242	7,012764	6,802677
GENE17808	3,601584	4,203426	3,94758	3,855634	3,885955	3,961446	3,780173	3,850159	3,861121	3,867344
GENE17809	4,558605	4,979315	4,541355	4,747077	4,738142	4,756846	4,728777	4,516872	4,792354	4,363597
GENE17810	3,088037	3,094905	2,842069	2,784367	2,883887	2,958989	2,965787	2,901744	2,982509	3,071833
GENE17811	5,089391	5,248917	4,460876	4,938445	5,455805	4,977826	5,021721	4,626999	4,650899	5,149043
GENE17812	6,090925	6,552215	6,666458	5,510626	5,617442	6,566951	5,838714	6,474149	6,10063	6,096208
GENE17813	3,272862	3,102548	2,895959	2,93572	2,917919	3,235257	2,844604	3,202697	2,855571	3,05138
GENE17814	3,951066	3,610742	4,019194	3,784099	3,682476	3,808215	3,687232	3,675	3,772865	3,433457
GENE17815	4,320802	4,07452	4,035305	3,826925	4,008791	4,228872	4,105528	3,857975	4,362993	4,163749
GENE17816	4,123878	4,111175	4,113865	3,702136	3,743712	4,138286	3,607178	4,118593	4,100281	3,840454
GENE17817	3,009645	2,934395	3,113741	3,115034	3,089439	3,183121	3,243328	3,208377	3,204705	3,035308
GENE17818	3,49349	3,932604	3,894663	3,735895	3,603026	3,804632	3,659262	3,772341	3,775479	3,828607
GENE17819	2,79097	2,984688	2,886761	3,024841	3,028428	2,999196	2,913771	3,035757	2,915587	3,081593
GENE17820	5,610769	9,98385	5,332551	8,31539	6,920993	7,562117	8,557479	9,212802	6,699142	8,894016
GENE17821	6,255291	6,39943	6,276316	6,701345	6,364691	6,191312	5,402695	6,769081	6,16447	6,645139
GENE17822	7,665126	7,973916	7,660253	7,950566	7,865809	7,797186	7,207868	8,097966	7,626557	7,999306
GENE17823	6,435462	6,452005	6,174678	6,302312	7,272708	6,18216	6,100255	5,36458	6,060954	5,974724
GENE17824	3,685706	3,566661	3,681628	3,56991	3,781333	3,854862	3,50262	3,953598	3,79645	3,72427
GENE17825	3,209285	3,108926	3,05754	3,113822	3,0984	3,074817	3,109436	3,179917	3,124707	2,860854
GENE17826	3,390195	3,485441	3,324837	3,559547	3,760097	3,303669	3,511169	3,375756	3,326822	3,196726
GENE17827	2,945993	3,040358	2,971196	3,00098	3,077038	3,337672	2,954789	2,917663	2,94676	3,008195
GENE17828	3,439482	3,394291	3,360478	3,68485	5,125052	3,152057	3,501663	3,249241	3,841857	3,093458
GENE17829	5,134903	5,595157	5,486904	4,929139	5,461133	4,959693	5,147473	5,120368	4,89435	4,950264
GENE17830	4,174449	3,77596	3,823668	4,264108	4,640439	4,239729	4,061706	3,616678	3,977546	4,364735
GENE17831	4,852817	4,576984	4,772639	4,744998	4,612422	4,905418	4,612366	4,701955	4,86484	4,969327
GENE17832	3,098531	3,026855	3,25537	3,040881	2,930275	3,023939	3,137365	2,931503	2,969203	2,996118
GENE17833	4,348296	4,505445	4,701968	4,09158	5,339954	3,981634	4,304893	3,730722	3,97796	3,758867
GENE17834	4,438345	4,631133	4,397912	4,356523	4,383391	4,343465	4,457569	4,766127	4,690513	4,604096
GENE17835	4,661582	4,467438	4,443952	4,475266	4,455634	4,372921	4,436001	4,645041	4,497016	4,636989
GENE17836	5,818863	4,53187	6,365481	4,435988	3,666516	5,315148	4,861333	4,551682	5,356793	3,989124
GENE17837	3,227228	3,252176	3,179917	3,024675	3,050996	3,218514	3,145167	3,51832	3,126806	3,189491
GENE17838	4,05701	3,834076	3,872724	3,680968	4,303877	3,588504	3,738839	3,538335	3,804982	3,860815
GENE17839	3,657422	3,312219	2,998724	3,582948	3,600742	3,127525	3,291366	3,152913	3,341609	3,136565
GENE17840	4,596747	4,222099	4,067368	4,159672	4,774007	4,063176	4,10556	3,955759	4,243738	3,988483
GENE17841	4,947895	4,695979	4,4994	4,418705	4,685887	4,649038	4,53336	4,589603	4,584158	4,755372
GENE17842	11,293108	11,299624	11,488964	11,462946	11,317999	11,518476	11,381181	11,186124	10,949013	11,674714
GENE17843	3,034669	2,836501	2,857357	2,853348	2,933202	3,178826	2,777263	2,899619	2,770741	2,915069
GENE17844	3,330142	3,211712	3,096132	3,222019	3,061693	3,19341	3,117877	3,367671	3,327185	3,264044
GENE17845	4,469988	4,445616	4,356523	4,378886	4,360218	4,360218	4,404965	4,391803	4,522849	4,386814
GENE17846	3,223555	3,337161	3,312582	3,25407	3,350032	3,408818	3,231924	3,289372	3,481823	3,343834
GENE17847	10,946486	10,346471	10,973432	10,707305	10,53412	10,753354	10,83608	10,440952	10,425617	11,031141
GENE17848	3,809716	3,915693	3,954164	3,691509	3,691782	4,018864	3,67632	4,147785	3,674655	3,981949
GENE17849	4,752303	4,456515	4,536872	4,909632	4,539577	4,799838	4,715692	4,615479	4,632524	4,742859
GENE17850	4,764757	4,362386	4,530617	4,156975	4,343067	4,326515	4,321967	4,452522	4,597979	4,485391
GENE17851	3,470803	3,823289	3,72727	3,692537	3,628846	3,672077	3,621997	3,715304	3,620349	3,738631
GENE17852	3,995447	3,286642	3,460419	3,240209	4,951049	3,303065	3,798244	3,171002	3,203004	3,570581
GENE17853	5,632123	5,925149	5,495479	5,768173	5,493267	5,80723	5,629144	5,793716	5,723363	5,994182
GENE17854	3,612543	3,646346	3,52944	3,597671	3,403469	3,707878	3,563868	3,764365	3,699499	3,652934
GENE17855	10,629052	10,025932	10,571424	10,813811	10,191731	10,385148	10,295295	10,562837	11,19244	10,835855
GENE17856	6,625787	6,774354	6,667792	6,779301	6,688304	6,672754	6,566634	6,730461	6,515949	6,774566
GENE17857	3,322587	3,321228	3,355517	3,171255	3,355517	3,455252	3,563868	3,566456	3,417324	3,419666
GENE17858	3,654266	3,822463	3,640237	3,606746	3,744951	3,650692	3,61129	3,822197	3,695459	3,403345
GENE17859	3,840454	3,804493	3,91375	3,927822	3,812709	3,849937	3,594621	3,81424	3,832188	3,941843
GENE17860	7,474415	7,781072	7,655499	7,595948	7,768432	7,694278	7,493252	7,533281	7,436406	7,521251
GENE17861	5,204188	5,149123	5,228881	5,205449	5,137339	5,278319	4,89441	5,265366	5,164737	5,372491
GENE17862	3,85563	4,273141	3,880642	3,917319	4,058951	4,209095	3,683965	3,818461	3,980713	3,897586
GENE17863	3,663262	3,645453	4,08355	3,850872	3,787844	3,725958	3,722393	3,906033	3,699113	3,773883
GENE17864	3,39518	3,534	3,426956	3,177495	3,906371	3,289741	3,449068	3,13638	3,28665	3,360467
GENE17865	12,795938	13,821977	14,127406	13,647002	13,573573	13,819065	13,876762	13,48792	13,68107	13,728402
GENE17866	2,990771	3,243428	3,115167	3,207488	3,040835	3,021314	3,164247	3,047193	3,124975	3,179781
GENE17867	3,141096	3,221229	3,294194	2,835521	3,289659	3,316299	3,424072	3,227306	3,269064	3,19186
GENE17868	3,508266	3,45805	3,44445	3,781899	3,763587	3,409461	3,497751	3,777918	3,697362	3,604078
GENE17869	4,647531	4,699668	4,576242	4,273969	4,397899	4,678752	4,528004	4,46919	4,398866	4,631119
GENE17870	4,074301	4,04194	4,851608	4,245914	4,37977	3,954001	3,825817	4,124064	5,062208	4,20957
GENE17871	3,650812	3,66406	3,587231	3,756521	3,729495	3,639805	3,76977	3,843698	3,678946	3,674472
GENE17872	6,393708	5,059329	5,272194	5,117299	7,327371	5,170164	4,969821	4,300669	4,728738	4,638744
GENE17873	6,145781	5,750768	5,814034	5,515713	7,623637	5,33829	5,704503	5,43286	5,134054	5,279078
GENE17874	3,635829	3,515856	3,802367	3,699232	3,706844	3,991966	3,796956	3,651797	3,436374	3,509809
GENE17875	5,285839	5,099833	4,53707	5,313824	6,092168	5,26156	5,506981	4,710653	4,966744	5,157961
GENE17876	4,373582	4,312828	4,310853	4,305585	4,330766	4,273653	4,130655	4,114108	4,243427	4,399083
GENE17877	3,838142	3,85088	3,742653	3,719289	3,559266	3,682674	3,562128	3,940048	3,511281	3,735735
GENE17878	5,103904	5,152374	4,853947	4,777347	4,912935	4,986891	4,666837	4,946984	5,05567	5,004544
GENE17879	6,953328	7,09885	8,129211	6,849443	6,968024	6,792991	7,003289	7,23014	8,068187	6,948341
GENE17880	7,875962	8,711107	7,838387	8,374373	8,625033	8,286096	8,421789	7,928963	7,848949	7,95092
GENE17881	5,135219	4,263677	4,727886	4,50553	6,656323	4,662514	4,791451	4,265066	4,493902	4,602125
GENE17882	5,532416	5,574392	5,633767	5,587955	5,561131	5,687896	5,528399	5,552987	5,551572	5,502294
GENE17883	5,794844	6,144796	6,00208	5,906688	6,112942	6,03981	6,009847	6,164014	6,020461	6,140752
GENE17884	4,73834	4,820209	4,796047	4,753744	4,673328	4,770897	4,838152	4,710525	4,972161	4,880326
GENE17885	4,702798	4,938181	4,976981	4,802832	5,063446	4,873383	4,713755	4,919099	5,262031	4,91679
GENE17886	5,556613	4,121622	4,096491	4,183036	6,338223	4,085328	4,344529	3,687082	4,389461	4,277622
GENE17887	3,851465	3,817182	4,032368	3,797808	3,912512	3,817182	3,705278	4,266113	3,798846	4,023702
GENE17888	4,031454	3,783768	3,713927	3,777575	3,585962	3,364899	3,716433	3,966372	3,855722	4,012671
GENE17889	9,580048	9,425395	8,906565	9,277498	9,611598	9,096962	9,718185	8,88398	8,909239	9,34704
GENE17890	3,504335	3,468338	3,697316	3,556298	3,374061	3,591611	3,383619	3,522153	3,50648	3,597648
GENE17891	5,049875	4,823804	4,782667	4,561553	6,173175	4,763028	4,913871	4,263404	4,66841	4,363249
GENE17892	3,279925	3,601945	3,353059	3,246728	3,314515	3,222914	3,342824	3,494778	3,45247	3,361769
GENE17893	3,534985	3,491231	3,587231	3,481227	3,321309	3,628913	3,515856	3,844029	3,608176	3,558559
GENE17894	4,532631	3,594724	3,723964	3,744491	4,89685	3,589799	4,135791	3,48384	3,508429	3,482475
GENE17895	3,689922	4,509235	3,492424	4,038601	4,117186	3,951937	4,568564	4,205115	3,486504	4,223779
GENE17896	3,040564	3,141096	3,197701	3,227297	3,07325	3,093458	3,259851	3,004346	3,053599	3,228771
GENE17897	7,701728	7,221857	7,224659	7,411557	8,014702	7,68266	7,599406	7,004255	7,516372	7,319331
GENE17898	5,575568	5,636098	5,244197	5,710868	5,4296	5,476027	5,333412	5,29497	5,208034	5,265565
GENE17899	7,309778	7,520368	7,688777	7,130699	7,42559	6,902525	7,053577	7,457931	7,077052	7,297354
GENE17900	12,047999	12,049219	12,66184	12,031916	11,932983	12,040999	12,058966	11,971091	12,491673	11,845934
GENE17901	10,878205	10,84293	11,219038	11,197442	11,056128	11,108065	10,676933	10,965739	10,760031	11,03678
GENE17902	7,061101	7,476596	7,540225	7,610942	7,016809	7,250179	6,988655	7,308858	7,212454	7,704247
GENE17903	11,423989	11,562231	11,638726	11,60561	11,351536	11,740421	11,609405	11,713642	11,491687	11,821159
GENE17904	6,211254	6,910556	6,210236	7,402717	6,721611	6,486611	7,819715	6,636225	6,509122	6,427257
GENE17905	5,25803	6,011969	5,376403	6,487918	5,666315	5,816392	6,958714	5,663915	5,692689	5,446928
GENE17906	3,800752	3,827456	3,952427	4,378812	5,133832	4,33026	3,984298	3,860268	3,684114	3,913091
GENE17907	3,105796	2,923785	3,01422	3,050489	3,185879	2,814017	3,07235	3,009542	2,802695	3,022078
GENE17908	3,546769	3,428067	3,674176	3,312065	4,070746	3,468081	3,463469	3,211194	3,300503	3,286979
GENE17909	6,793571	6,113487	5,719798	6,115207	7,851725	5,852583	6,720473	4,801458	5,519187	5,843314
GENE17910	8,284023	6,959876	7,856616	7,504151	7,863255	7,319577	7,69663	7,105089	7,759699	7,697638
GENE17911	3,868832	3,43164	3,439656	3,370875	3,431465	3,243885	3,243669	3,374788	3,576315	3,340372
GENE17912	5,422571	8,243352	4,573266	7,22928	6,167264	6,005389	6,575097	7,770444	5,407209	6,174678
GENE17913	3,427318	3,579898	3,52944	3,366496	3,223968	3,530904	3,275684	3,439841	3,430223	3,379246
GENE17914	10,443708	9,448887	11,106063	10,403654	10,367644	10,43498	10,255619	9,934649	9,752733	9,987157
GENE17915	5,521592	5,242574	5,63194	5,307849	4,529358	5,336043	5,765939	5,399363	5,703145	5,287384
GENE17916	3,992463	3,691937	4,244863	3,955299	4,445529	3,903284	3,706514	3,298001	3,546681	3,514313
GENE17917	3,092255	2,843775	2,912125	2,94731	2,992451	2,804492	3,400536	2,931142	2,981883	2,947447
GENE17918	3,743589	3,507261	3,418367	3,470169	4,373642	3,571086	3,608748	3,354743	3,646779	3,277399
GENE17919	3,358226	3,493056	3,287056	3,86204	4,066565	3,414419	3,61648	3,26119	3,264474	3,006926
GENE17920	11,19065	10,779675	11,330869	10,861801	11,1187	10,787901	11,117451	10,665085	11,681566	10,924511
GENE17921	5,49919	4,663747	5,086009	4,316354	6,837141	3,921694	4,770456	3,537529	6,745196	4,103443
GENE17922	5,131672	5,457593	5,054258	5,265528	5,272803	5,294433	5,066207	5,155146	5,049406	5,256984
GENE17923	3,279647	3,404619	3,379456	3,227864	3,684331	3,465973	3,227384	3,420585	3,348988	3,13638
GENE17924	3,385726	3,695459	3,61839	3,344859	3,69845	3,512047	3,624868	3,515856	3,695459	3,715227
GENE17925	4,072529	4,006193	4,142987	3,905595	4,196866	4,046977	3,952811	3,877526	3,95186	3,980588
GENE17926	4,062319	4,223808	4,064954	4,258917	4,1747	4,116651	4,007324	4,016879	4,073404	4,155604
GENE17927	4,592863	4,310853	4,399234	4,00896	5,219136	4,577031	4,50553	4,128623	4,282507	4,1747
GENE17928	3,706295	3,823634	3,625526	3,53146	3,459414	3,631027	3,785119	3,517319	3,908614	3,621133
GENE17929	7,516907	7,309149	8,140885	7,549807	7,971759	7,716649	7,395212	6,61084	7,805653	7,83233
GENE17930	4,992378	4,538063	4,816225	4,648686	4,682883	4,819469	4,706968	4,726036	4,769259	4,656166
GENE17931	6,015166	4,892947	6,383108	5,539215	5,597047	5,623141	5,82414	5,180347	6,276504	5,962359
GENE17932	6,812724	6,021563	6,705949	5,994094	5,601813	5,978308	6,36469	5,767561	6,523894	6,165371
GENE17933	3,587321	3,112703	3,633827	3,335898	3,242893	3,369955	3,676489	3,389615	3,577488	3,639531
GENE17934	3,258986	3,102161	3,159181	3,023028	2,933068	3,269334	3,099863	2,894869	3,019999	3,236857
GENE17935	3,215133	3,190402	3,05725	3,093458	3,162923	3,216711	3,215268	3,288345	3,216711	3,374639
GENE17936	2,879811	3,005951	2,895959	2,778153	3,034298	2,816436	2,809461	2,856871	2,849046	2,944315
GENE17937	3,381	3,280666	3,190177	3,01861	3,275639	3,528889	3,121857	3,211343	3,120502	3,314612
GENE17938	3,014594	2,98359	2,969677	2,953667	2,943693	3,441941	2,942633	3,037081	2,880468	2,814458
GENE17939	3,305906	3,610313	3,330488	3,293269	3,441442	3,491435	3,350352	3,181247	3,401714	3,511331
GENE17940	3,883988	3,928718	3,640423	3,99798	3,36066	4,094279	3,930167	4,053692	3,943345	3,899812
GENE17941	3,764365	3,810361	3,930372	3,941625	3,657653	3,830165	3,809158	3,808247	3,870249	3,901934
GENE17942	3,383885	3,413441	3,404385	3,511296	3,262615	3,610617	3,164713	3,402808	3,404385	3,343523
GENE17943	3,014065	2,999893	2,948897	2,996861	2,805819	2,883642	3,232255	2,872488	3,103838	2,880488
GENE17944	3,049647	3,116877	3,152322	2,882504	3,250627	3,090765	3,058192	3,06217	2,988944	3,017283
GENE17945	3,685285	3,704613	3,633313	3,766274	3,647201	3,750206	3,733141	3,803881	3,819796	3,669835
GENE17946	3,050687	2,905406	2,921606	2,888189	3,135043	3,0741	2,963523	2,89624	2,84054	2,976976
GENE17947	3,997866	4,284983	4,218162	3,814744	4,080285	4,087389	4,035925	4,213864	3,987836	4,131692
GENE17948	3,764365	3,374883	3,323843	3,198393	3,090759	3,206235	3,400053	3,40053	3,551157	3,373055
GENE17949	3,439482	3,450801	3,280471	3,327077	3,289518	3,319589	3,332267	3,369517	3,33081	3,191284
GENE17950	3,067171	2,805662	3,06531	2,948089	2,978649	3,065779	3,031061	2,995224	3,13638	3,136958
GENE17951	4,602964	4,275402	4,394359	4,244255	4,325106	4,53794	4,45677	4,508327	4,4534	4,4262
GENE17952	3,065313	2,878689	2,895025	2,748567	2,867576	3,314612	2,820556	2,990706	2,94644	3,311863
GENE17953	3,259377	3,189764	3,323843	3,173483	3,513268	3,60033	3,387735	3,135078	3,226013	3,19935
GENE17954	3,028099	2,967709	3,148835	2,872129	3,080481	2,945595	3,089187	3,196737	2,842438	3,119652
GENE17955	2,980538	2,997313	2,927247	2,879811	2,887584	2,985786	3,01783	3,043573	3,025838	3,038655
GENE17956	3,164801	3,296964	3,242038	3,448509	3,238239	3,36367	3,314414	3,46219	3,369563	3,360467
GENE17957	3,713981	3,440771	3,512972	3,283142	3,238873	3,422088	3,259851	3,651797	3,356644	3,263361
GENE17958	3,634314	3,947428	3,778163	3,505109	3,847544	3,536885	3,789524	3,470454	3,750586	3,660577
GENE17959	5,516771	5,029735	5,263146	4,782011	5,023535	5,335651	4,919886	5,110122	5,079734	5,090469
GENE17960	3,723125	3,718007	3,463278	3,289582	3,490135	3,621974	3,64552	3,482303	3,413219	3,750151
GENE17961	3,701706	3,764403	3,721863	3,716778	3,729546	3,727678	3,579639	3,783558	3,752302	3,885551
GENE17962	3,482353	3,741861	3,62086	3,502392	3,495653	3,983997	3,488325	3,625634	3,510153	3,553607
GENE17963	3,53436	3,557926	3,697572	3,429787	3,579254	3,614574	3,658412	3,438952	3,703608	3,576366
GENE17964	5,527449	5,395378	5,431929	5,477228	5,462766	5,544586	5,261285	5,409985	5,420128	5,446391
GENE17965	4,83928	4,827356	4,705451	4,528542	4,769332	4,715853	4,660277	4,907258	4,412378	4,534694
GENE17966	5,29998	5,091839	5,171991	5,119494	5,434064	5,240364	4,965074	5,106874	5,07325	5,025727
